Time,Open,High,Low,Last,Change,%Chg,Volume
9/16/2024,0.90269,0.90283,0.89789,0.89823,-0.00467,-0.52%,70952
9/13/2024,0.90298,0.90329,0.90074,0.9029,-0.00008,-0.01%,84091
9/12/2024,0.90809,0.90859,0.90292,0.90298,-0.00511,-0.56%,83678
9/11/2024,0.90746,0.90892,0.90455,0.90809,0.00062,0.07%,91519
9/10/2024,0.90619,0.90781,0.90502,0.90747,0.00127,0.14%,72514
9/9/2024,0.90209,0.9063,0.90163,0.9062,0.00414,0.46%,74921
9/6/2024,0.90004,0.90371,0.89642,0.90206,0.00202,0.22%,93365
9/5/2024,0.90234,0.90295,0.89935,0.90004,-0.00231,-0.26%,85002
9/4/2024,0.90554,0.9058,0.90133,0.90235,-0.0032,-0.35%,85451
9/3/2024,0.90315,0.90694,0.903,0.90555,0.00241,0.27%,88863
9/2/2024,0.90524,0.90563,0.90274,0.90314,-0.00206,-0.23%,55697
8/30/2024,0.90274,0.90548,0.9013,0.9052,0.00246,0.27%,87879
8/29/2024,0.89929,0.9045,0.89769,0.90274,0.00344,0.38%,89953
8/28/2024,0.89408,0.90049,0.89396,0.8993,0.00523,0.58%,85534
8/27/2024,0.89597,0.89679,0.8936,0.89407,-0.0019,-0.21%,76231
8/26/2024,0.89382,0.89682,0.89274,0.89597,0.00252,0.28%,79132
8/23/2024,0.89994,0.90042,0.89279,0.89345,-0.00649,-0.72%,89780
8/22/2024,0.89684,0.90104,0.89559,0.89994,0.00311,0.35%,81095
8/21/2024,0.89846,0.90088,0.89495,0.89683,-0.00163,-0.18%,87726
8/20/2024,0.90208,0.90321,0.89845,0.89846,-0.00362,-0.40%,80697
8/19/2024,0.90675,0.9072,0.90202,0.90208,-0.00467,-0.52%,72548
8/16/2024,0.91143,0.91148,0.90665,0.90675,-0.00469,-0.51%,69030
8/15/2024,0.90807,0.91325,0.90778,0.91144,0.00337,0.37%,73495
8/14/2024,0.90958,0.91021,0.9052,0.90807,-0.00151,-0.17%,81951
8/13/2024,0.91475,0.9162,0.90912,0.90958,-0.00518,-0.57%,85099
8/12/2024,0.91614,0.91656,0.91414,0.91476,-0.00132,-0.14%,69614
8/9/2024,0.91585,0.91666,0.91481,0.91608,0.00023,0.03%,69629
8/8/2024,0.91551,0.919,0.91367,0.91585,0.00034,0.04%,93072
8/7/2024,0.91476,0.91692,0.91435,0.91551,0.00075,0.08%,93084
8/6/2024,0.91309,0.91711,0.91216,0.91476,0.00168,0.18%,115063
8/5/2024,0.91538,0.91799,0.90842,0.91308,-0.00343,-0.37%,157234
8/2/2024,0.92665,0.92746,0.91522,0.91651,-0.01014,-1.09%,112611
8/1/2024,0.92369,0.9278,0.92289,0.92665,0.00294,0.32%,91138
7/31/2024,0.92461,0.92569,0.92175,0.92371,-0.00091,-0.10%,93921
7/30/2024,0.92409,0.92605,0.92286,0.92462,0.00052,0.06%,73970
7/29/2024,0.92032,0.92569,0.91997,0.9241,0.00296,0.32%,68665
7/26/2024,0.92206,0.92231,0.9201,0.92114,-0.00091,-0.10%,69553
7/25/2024,0.92252,0.92346,0.91999,0.92205,-0.00047,-0.05%,81453
7/24/2024,0.92132,0.92368,0.92028,0.92252,0.0012,0.13%,76693
7/23/2024,0.91816,0.92216,0.91771,0.92132,0.00316,0.34%,68147
7/22/2024,0.91845,0.9197,0.91721,0.91816,-0.00064,-0.07%,67436
7/19/2024,0.91773,0.91946,0.91727,0.9188,0.00106,0.12%,63941
7/18/2024,0.91413,0.91794,0.914,0.91774,0.00361,0.39%,75592
7/17/2024,0.91749,0.9178,0.9134,0.91413,-0.00335,-0.37%,79779
7/16/2024,0.91789,0.91983,0.91698,0.91748,-0.00041,-0.04%,71140
7/15/2024,0.91899,0.91899,0.91555,0.91789,0.00104,0.11%,72713
7/12/2024,0.92011,0.92064,0.91648,0.91685,-0.00326,-0.35%,79215
7/11/2024,0.92335,0.92356,0.91747,0.92011,-0.00324,-0.35%,86547
7/10/2024,0.92476,0.92497,0.92332,0.92335,-0.00141,-0.15%,59268
7/9/2024,0.92376,0.92546,0.92306,0.92476,0.00087,0.09%,64764
7/8/2024,0.92525,0.92569,0.92207,0.92389,0.00137,0.15%,66588
7/5/2024,0.92488,0.92579,0.92228,0.92252,-0.00237,-0.26%,70363
7/4/2024,0.92696,0.92731,0.92469,0.92489,-0.00207,-0.22%,49470
7/3/2024,0.93062,0.9314,0.92454,0.92696,-0.00365,-0.39%,60222
7/2/2024,0.93104,0.93369,0.93048,0.93061,-0.00043,-0.05%,71782
7/1/2024,0.93177,0.93279,0.92798,0.93104,-0.00231,-0.25%,79772
6/28/2024,0.93425,0.93584,0.93241,0.93335,-0.0009,-0.10%,85402
6/27/2024,0.93629,0.93657,0.93229,0.93425,-0.00204,-0.22%,77562
6/26/2024,0.93331,0.93754,0.93302,0.93629,0.00298,0.32%,72577
6/25/2024,0.93161,0.93535,0.93074,0.93331,0.0017,0.18%,64887
6/24/2024,0.93575,0.93596,0.93053,0.93161,-0.00357,-0.38%,70241
6/21/2024,0.93436,0.93709,0.93279,0.93518,0.00082,0.09%,80229
6/20/2024,0.93075,0.9344,0.93028,0.93436,0.00361,0.39%,72116
6/19/2024,0.93111,0.9324,0.92994,0.93075,-0.00036,-0.04%,53473
6/18/2024,0.93158,0.93367,0.92926,0.93111,-0.00047,-0.05%,75759
6/17/2024,0.93429,0.93573,0.9313,0.93158,-0.00258,-0.28%,73460
6/14/2024,0.93134,0.93741,0.93068,0.93416,0.00282,0.30%,91188
6/13/2024,0.92514,0.93167,0.92455,0.93134,0.00621,0.67%,78970
6/12/2024,0.93105,0.93155,0.92147,0.92513,-0.00592,-0.64%,99014
6/11/2024,0.92892,0.93283,0.92821,0.93105,0.00213,0.23%,73501
6/10/2024,0.92639,0.9317,0.92639,0.92892,0.00315,0.34%,74869
6/7/2024,0.9183,0.92594,0.9173,0.92577,0.00747,0.81%,82980
6/6/2024,0.92006,0.92058,0.91726,0.9183,-0.00177,-0.19%,72344
6/5/2024,0.91916,0.92127,0.91816,0.92007,0.0009,0.10%,71270
6/4/2024,0.91706,0.92084,0.91609,0.91917,0.0021,0.23%,78961
6/3/2024,0.92211,0.92355,0.91705,0.91707,-0.00474,-0.51%,73422
5/31/2024,0.92313,0.92495,0.91894,0.92181,-0.00133,-0.14%,80029
5/30/2024,0.92582,0.92692,0.92208,0.92314,-0.00268,-0.29%,72614
5/29/2024,0.92108,0.92591,0.92083,0.92582,0.00474,0.51%,74229
5/28/2024,0.92091,0.92128,0.91835,0.92108,0.00017,0.02%,66874
5/27/2024,0.92193,0.92242,0.92021,0.92091,-0.00102,-0.11%,43271
5/24/2024,0.92462,0.92545,0.92101,0.92193,-0.00268,-0.29%,64009
5/23/2024,0.92397,0.9255,0.92075,0.92461,0.00064,0.07%,76612
5/22/2024,0.92133,0.92441,0.92052,0.92397,0.00264,0.29%,69845
5/21/2024,0.92109,0.92225,0.91958,0.92133,0.00024,0.03%,68344
5/20/2024,0.92018,0.92129,0.91873,0.92109,0.00107,0.12%,55370
5/17/2024,0.92019,0.92285,0.91923,0.92002,-0.00018,-0.02%,63530
5/16/2024,0.91877,0.92127,0.91786,0.9202,0.00143,0.16%,69323
5/15/2024,0.92424,0.92479,0.9186,0.91877,-0.00547,-0.59%,80642
5/14/2024,0.92676,0.92864,0.92372,0.92424,-0.00252,-0.27%,70441
5/13/2024,0.92808,0.92885,0.92534,0.92676,-0.00164,-0.18%,65869
5/10/2024,0.92746,0.92928,0.9268,0.9284,0.00093,0.10%,68640
5/9/2024,0.93039,0.93248,0.92727,0.92747,-0.00292,-0.31%,68630
5/8/2024,0.92979,0.93151,0.92959,0.93039,0.0006,0.06%,66447
5/7/2024,0.92853,0.93039,0.92702,0.92979,0.00127,0.14%,72409
5/6/2024,0.92915,0.92975,0.92675,0.92852,-0.00061,-0.07%,63947
5/3/2024,0.93235,0.9325,0.92499,0.92913,-0.00323,-0.35%,99332
5/2/2024,0.93342,0.93677,0.93194,0.93236,-0.00107,-0.11%,89284
5/1/2024,0.93754,0.93899,0.93185,0.93343,-0.00412,-0.44%,76130
4/30/2024,0.93276,0.93764,0.93149,0.93755,0.00477,0.51%,92991
4/29/2024,0.93498,0.9354,0.93165,0.93278,-0.00239,-0.26%,93357
4/26/2024,0.93196,0.93682,0.93,0.93517,0.00321,0.34%,85877
4/25/2024,0.93465,0.93646,0.93122,0.93196,-0.00269,-0.29%,86974
4/24/2024,0.93443,0.93651,0.93336,0.93465,0.00022,0.02%,75382
4/23/2024,0.93863,0.93996,0.93362,0.93443,-0.00419,-0.45%,85374
4/22/2024,0.93848,0.94125,0.93715,0.93862,0.00023,0.02%,74872
4/19/2024,0.93954,0.94242,0.93656,0.93839,-0.00114,-0.12%,109093
4/18/2024,0.93695,0.93972,0.93545,0.93953,0.00256,0.27%,84762
4/17/2024,0.94174,0.94279,0.93638,0.93697,-0.00477,-0.51%,95900
4/16/2024,0.94121,0.94324,0.93862,0.94174,0.00053,0.06%,105315
4/15/2024,0.94034,0.94158,0.93765,0.94121,0.00145,0.15%,96188
4/12/2024,0.9323,0.94134,0.93204,0.93976,0.00747,0.80%,95880
4/11/2024,0.93087,0.9346,0.92971,0.93229,0.00143,0.15%,96594
4/10/2024,0.92106,0.93207,0.92031,0.93086,0.00981,1.07%,85474
4/9/2024,0.92086,0.92184,0.91869,0.92105,0.0002,0.02%,69112
4/8/2024,0.92262,0.9241,0.92064,0.92085,-0.0019,-0.21%,70549
4/5/2024,0.92274,0.92667,0.92182,0.92275,0.00001,0.00%,86345
4/4/2024,0.92284,0.92319,0.91941,0.92274,-0.00009,-0.01%,69355
4/3/2024,0.92854,0.92901,0.92277,0.92283,-0.00572,-0.62%,76145
4/2/2024,0.93083,0.9324,0.92775,0.92855,-0.00228,-0.24%,75982
4/1/2024,0.92653,0.93187,0.92603,0.93083,0.00444,0.48%,59318
3/29/2024,0.92691,0.9286,0.92573,0.92639,-0.00053,-0.06%,16113
3/28/2024,0.92354,0.92808,0.92353,0.92692,0.00338,0.37%,78436
3/27/2024,0.92325,0.92499,0.92258,0.92354,0.00029,0.03%,69728
3/26/2024,0.92272,0.92382,0.92046,0.92325,0.00053,0.06%,75379
3/25/2024,0.92522,0.92573,0.92231,0.92272,-0.0025,-0.27%,62919
3/22/2024,0.92082,0.92578,0.92013,0.92522,0.0044,0.48%,76057
3/21/2024,0.91557,0.92118,0.91386,0.92082,0.00525,0.57%,91071
3/20/2024,0.92028,0.92279,0.91548,0.91557,-0.00471,-0.51%,86053
3/19/2024,0.91974,0.92295,0.91941,0.92028,0.00053,0.06%,78474
3/18/2024,0.91841,0.92025,0.91694,0.91975,0.00132,0.14%,65130
3/15/2024,0.91885,0.91969,0.91746,0.91843,-0.00043,-0.05%,77363
3/14/2024,0.91344,0.91904,0.91286,0.91886,0.00542,0.59%,85565
3/13/2024,0.91517,0.91574,0.91214,0.91344,-0.00172,-0.19%,79394
3/12/2024,0.91524,0.91723,0.91384,0.91516,-0.00008,-0.01%,87880
3/11/2024,0.91375,0.91621,0.91343,0.91524,0.00105,0.11%,71337
3/8/2024,0.9134,0.91571,0.91074,0.91419,0.00079,0.09%,101250
3/7/2024,0.91753,0.92013,0.91331,0.9134,-0.00413,-0.45%,96155
3/6/2024,0.92109,0.92231,0.91617,0.91753,-0.00356,-0.39%,94431
3/5/2024,0.92116,0.92242,0.91948,0.92109,-0.00007,-0.01%,83457
3/4/2024,0.92262,0.92265,0.92026,0.92116,-0.00137,-0.15%,78995
3/1/2024,0.92544,0.92602,0.92225,0.92253,-0.00298,-0.32%,94109
2/29/2024,0.92262,0.9263,0.92118,0.92551,0.00282,0.31%,108249
2/28/2024,0.92215,0.9262,0.92189,0.92269,0.0006,0.07%,86982
2/27/2024,0.92153,0.92307,0.92031,0.92209,0.00052,0.06%,83604
2/26/2024,0.92388,0.92482,0.92086,0.92157,-0.00258,-0.28%,79188
2/23/2024,0.92397,0.92487,0.92257,0.92415,0.00024,0.03%,88436
2/22/2024,0.92428,0.92561,0.9184,0.92391,-0.00051,-0.06%,98043
2/21/2024,0.92526,0.92678,0.9239,0.92442,-0.00079,-0.09%,86447
2/20/2024,0.92768,0.9292,0.92262,0.92521,-0.00247,-0.27%,98261
2/19/2024,0.9278,0.92915,0.92683,0.92768,-0.00027,-0.03%,60292
2/16/2024,0.92828,0.93173,0.927,0.92795,-0.00025,-0.03%,96782
2/15/2024,0.93214,0.93242,0.92724,0.9282,-0.00394,-0.42%,95142
2/14/2024,0.93382,0.93501,0.9316,0.93214,-0.00162,-0.17%,98010
2/13/2024,0.92832,0.93452,0.92638,0.93376,0.00545,0.59%,104833
2/12/2024,0.92717,0.92965,0.92546,0.92831,0.00111,0.12%,79747
2/9/2024,0.92783,0.92917,0.92639,0.9272,-0.00059,-0.06%,91690
2/8/2024,0.92828,0.93094,0.92689,0.92779,-0.00048,-0.05%,94758
2/7/2024,0.92982,0.93,0.9273,0.92827,-0.00154,-0.17%,98455
2/6/2024,0.93087,0.93259,0.92915,0.92981,-0.00118,-0.13%,99389
2/5/2024,0.92717,0.93254,0.9271,0.93099,0.00414,0.45%,98322
2/2/2024,0.91981,0.92758,0.91761,0.92685,0.00701,0.76%,102450
2/1/2024,0.92439,0.92765,0.91954,0.91984,-0.00455,-0.49%,113440
1/31/2024,0.92205,0.92634,0.91854,0.92439,0.00237,0.26%,108904
1/30/2024,0.92307,0.92488,0.92107,0.92202,-0.00095,-0.10%,95217
1/29/2024,0.92196,0.92624,0.92165,0.92297,0.00157,0.17%,84087
1/26/2024,0.92194,0.92481,0.91874,0.9214,-0.00049,-0.05%,93519
1/25/2024,0.91871,0.92398,0.91728,0.92189,0.00316,0.34%,105820
1/24/2024,0.92132,0.9217,0.91478,0.91873,-0.00265,-0.29%,104350
1/23/2024,0.91889,0.92407,0.91609,0.92138,0.00244,0.27%,96274
1/22/2024,0.9178,0.91913,0.91665,0.91894,0.00129,0.14%,86746
1/19/2024,0.91944,0.9203,0.91762,0.91765,-0.00185,-0.20%,90015
1/18/2024,0.91887,0.92188,0.91689,0.9195,0.00054,0.06%,104616
1/17/2024,0.91951,0.9221,0.91875,0.91896,-0.00054,-0.06%,104359
1/16/2024,0.9132,0.92058,0.91314,0.9195,0.00633,0.69%,115851
1/15/2024,0.91315,0.91461,0.91176,0.91317,-0.00005,-0.01%,67921
1/12/2024,0.91137,0.91441,0.91021,0.91322,0.00185,0.20%,98329
1/11/2024,0.91134,0.91485,0.9093,0.91137,-0.00003,0.00%,113153
1/10/2024,0.91479,0.91551,0.91135,0.9114,-0.00343,-0.37%,87186
1/9/2024,0.9132,0.91653,0.91193,0.91483,0.00166,0.18%,103791
1/8/2024,0.91318,0.91548,0.91085,0.91317,-0.00083,-0.09%,99544
1/5/2024,0.91367,0.91937,0.90925,0.914,0.0006,0.07%,134885
1/4/2024,0.91555,0.91606,0.91143,0.9134,-0.00238,-0.26%,112965
1/3/2024,0.91396,0.91796,0.91201,0.91578,0.00181,0.20%,124108
1/2/2024,0.90594,0.91417,0.90544,0.91397,0.00799,0.88%,109944
12/29/2023,0.904,0.90626,0.90219,0.90598,0.00198,0.22%,97179
12/28/2023,0.90048,0.90451,0.89774,0.904,0.00365,0.41%,100222
12/27/2023,0.90561,0.90672,0.89905,0.90035,-0.00535,-0.59%,92633
12/26/2023,0.90793,0.90833,0.90537,0.9057,-0.00235,-0.26%,56515
12/22/2023,0.90814,0.90955,0.90578,0.90805,-0.00005,-0.01%,116826
12/21/2023,0.91387,0.91444,0.90807,0.9081,-0.00578,-0.63%,126636
12/20/2023,0.91066,0.91491,0.91039,0.91388,0.00315,0.35%,112761
12/19/2023,0.91545,0.91614,0.91012,0.91073,-0.00472,-0.52%,118978
12/18/2023,0.91727,0.91808,0.91486,0.91545,-0.00239,-0.26%,114725
12/15/2023,0.90966,0.91837,0.90879,0.91784,0.00805,0.88%,140374
12/14/2023,0.91957,0.91964,0.90834,0.90979,-0.00979,-1.06%,175660
12/13/2023,0.92638,0.92824,0.91774,0.91958,-0.00681,-0.74%,125840
12/12/2023,0.92893,0.92927,0.9236,0.92639,-0.0026,-0.28%,113244
12/11/2023,0.93005,0.93093,0.92775,0.92899,-0.00016,-0.02%,101849
12/8/2023,0.92644,0.93239,0.92589,0.92915,0.00288,0.31%,134783
12/7/2023,0.92899,0.92972,0.92447,0.92627,-0.00279,-0.30%,136059
12/6/2023,0.92613,0.92947,0.92556,0.92906,0.00299,0.32%,117977
12/5/2023,0.92284,0.92779,0.92188,0.92607,0.0032,0.35%,125795
12/4/2023,0.91944,0.92558,0.91787,0.92287,0.00385,0.42%,123000
12/1/2023,0.91845,0.9234,0.91635,0.91902,0.00069,0.08%,128175
11/30/2023,0.91163,0.91915,0.91045,0.91833,0.00671,0.74%,123453
11/29/2023,0.90966,0.91238,0.90771,0.91162,0.00213,0.23%,114499
11/28/2023,0.91294,0.91453,0.90838,0.90949,-0.00332,-0.36%,114377
11/27/2023,0.91428,0.91527,0.91249,0.91281,-0.0012,-0.13%,93232
11/24/2023,0.91696,0.91784,0.91335,0.91401,-0.00291,-0.32%,77587
11/23/2023,0.91839,0.91867,0.9149,0.91692,-0.00149,-0.16%,66848
11/22/2023,0.91653,0.92142,0.91551,0.91841,0.00204,0.22%,112043
11/21/2023,0.91405,0.91739,0.91199,0.91637,0.00234,0.26%,107677
11/20/2023,0.91635,0.91762,0.91313,0.91403,-0.00214,-0.23%,99647
11/17/2023,0.92145,0.92381,0.91617,0.91617,-0.00517,-0.56%,108134
11/16/2023,0.9219,0.92332,0.91783,0.92134,-0.00063,-0.07%,108283
11/15/2023,0.91916,0.92318,0.91861,0.92197,0.00279,0.30%,114116
11/14/2023,0.93472,0.93519,0.91849,0.91918,-0.01553,-1.66%,120675
11/13/2023,0.93584,0.93762,0.93408,0.93471,-0.00126,-0.13%,91000
11/10/2023,0.93734,0.93838,0.9352,0.93597,-0.00136,-0.15%,103518
11/9/2023,0.93373,0.93808,0.93239,0.93733,0.00362,0.39%,115201
11/8/2023,0.93455,0.93811,0.93321,0.93371,-0.00084,-0.09%,105998
11/7/2023,0.93305,0.93768,0.93263,0.93455,0.00148,0.16%,107327
11/6/2023,0.93193,0.93312,0.92968,0.93307,0.00121,0.13%,94132
11/3/2023,0.94142,0.94207,0.93054,0.93186,-0.00961,-1.02%,120003
11/2/2023,0.94605,0.94619,0.93741,0.94147,-0.00456,-0.48%,114867
11/1/2023,0.94555,0.95074,0.94512,0.94603,0.00042,0.04%,127256
10/31/2023,0.94204,0.94715,0.93684,0.94561,0.00357,0.38%,122561
10/30/2023,0.94652,0.9481,0.9412,0.94204,-0.00445,-0.47%,99621
10/27/2023,0.94674,0.94917,0.94367,0.94649,-0.00037,-0.04%,111043
10/26/2023,0.94641,0.95023,0.9459,0.94686,0.00046,0.05%,111895
10/25/2023,0.94425,0.94645,0.94279,0.9464,0.0021,0.22%,104548
10/24/2023,0.93723,0.94486,0.93515,0.9443,0.00703,0.75%,116023
10/23/2023,0.94342,0.94593,0.93656,0.93727,-0.00659,-0.70%,109775
10/20/2023,0.94497,0.94651,0.94307,0.94386,-0.00123,-0.13%,111300
10/19/2023,0.94906,0.94981,0.94202,0.94509,-0.00406,-0.43%,142802
10/18/2023,0.9454,0.95027,0.94391,0.94915,0.00372,0.39%,126786
10/17/2023,0.94694,0.94943,0.94386,0.94543,-0.00162,-0.17%,135712
10/16/2023,0.95143,0.95149,0.94672,0.94705,-0.00472,-0.50%,113103
10/13/2023,0.9498,0.95278,0.94708,0.95177,0.00193,0.20%,138497
10/12/2023,0.94167,0.95002,0.93991,0.94984,0.0081,0.86%,139272
10/11/2023,0.94291,0.94504,0.94035,0.94174,-0.00119,-0.13%,141966
10/10/2023,0.94632,0.94741,0.94164,0.94293,-0.00353,-0.37%,157810
10/9/2023,0.94666,0.95057,0.94568,0.94646,0.00161,0.17%,130818
10/6/2023,0.94781,0.95393,0.94342,0.94485,-0.00295,-0.31%,152992
10/5/2023,0.952,0.95234,0.9477,0.9478,-0.00413,-0.43%,129735
10/4/2023,0.95545,0.9568,0.94947,0.95193,-0.0035,-0.37%,130809
10/3/2023,0.95442,0.95706,0.95302,0.95543,0.00118,0.12%,137730
10/2/2023,0.94634,0.95437,0.94415,0.95425,0.0085,0.90%,125926
9/29/2023,0.94642,0.94714,0.9419,0.94575,-0.00063,-0.07%,142372
9/28/2023,0.95211,0.95316,0.9453,0.94638,-0.00563,-0.59%,141075
9/27/2023,0.94585,0.95341,0.94567,0.95201,0.00607,0.64%,131797
9/26/2023,0.94401,0.94679,0.94261,0.94594,0.00191,0.20%,114539
9/25/2023,0.93844,0.94553,0.93821,0.94403,0.00456,0.49%,109397
9/22/2023,0.93796,0.94208,0.93709,0.93947,0.00155,0.17%,120239
9/21/2023,0.93801,0.94178,0.93692,0.93792,-0.00015,-0.02%,136655
9/20/2023,0.93639,0.93894,0.93136,0.93807,0.00184,0.20%,125496
9/19/2023,0.93528,0.93676,0.93298,0.93623,0.00091,0.10%,102273
9/18/2023,0.93801,0.93851,0.93468,0.93532,-0.00253,-0.27%,101663
9/15/2023,0.93958,0.94042,0.93568,0.93785,-0.0017,-0.18%,121248
9/14/2023,0.93201,0.94057,0.93005,0.93955,0.00759,0.81%,134135
9/13/2023,0.92985,0.93352,0.92895,0.93196,0.0026,0.28%,133136
9/12/2023,0.93023,0.93412,0.92871,0.92936,-0.00086,-0.09%,109981
9/11/2023,0.93292,0.93383,0.92947,0.93022,-0.00431,-0.46%,117633
9/8/2023,0.93491,0.93506,0.93082,0.93453,-0.00038,-0.04%,114102
9/7/2023,0.93227,0.93577,0.9318,0.93491,0.00256,0.27%,114333
9/6/2023,0.93264,0.93435,0.93037,0.93235,-0.00031,-0.03%,125007
9/5/2023,0.92626,0.93398,0.92603,0.93266,0.0064,0.69%,127308
9/4/2023,0.92711,0.92835,0.92519,0.92626,-0.00192,-0.21%,72425
9/1/2023,0.92223,0.92831,0.91894,0.92818,0.00586,0.64%,135576
8/31/2023,0.9155,0.92291,0.91413,0.92232,0.00683,0.75%,132585
8/30/2023,0.91911,0.92118,0.91367,0.91549,-0.0036,-0.39%,140635
8/29/2023,0.92426,0.9274,0.91811,0.91909,-0.00523,-0.57%,136296
8/28/2023,0.92604,0.92648,0.92407,0.92432,-0.00213,-0.23%,108578
8/25/2023,0.92503,0.92882,0.9224,0.92645,0.00147,0.16%,138527
8/24/2023,0.92049,0.92549,0.91938,0.92498,0.00448,0.49%,132706
8/23/2023,0.92199,0.92572,0.91988,0.9205,-0.00131,-0.14%,144006
8/22/2023,0.91779,0.92307,0.91488,0.92181,0.00399,0.43%,128977
8/21/2023,0.91955,0.91998,0.91631,0.91782,-0.00192,-0.21%,124726
8/18/2023,0.91975,0.92205,0.91794,0.91974,-0.00008,-0.01%,140356
8/17/2023,0.9192,0.92112,0.91595,0.91982,0.00065,0.07%,152958
8/16/2023,0.91704,0.91982,0.91455,0.91917,0.00201,0.22%,149514
8/15/2023,0.91694,0.91764,0.91306,0.91716,0.00023,0.03%,148900
8/14/2023,0.91249,0.91949,0.91242,0.91693,0.00352,0.39%,138170
8/11/2023,0.91066,0.91383,0.90869,0.91341,0.00261,0.29%,134411
8/10/2023,0.91124,0.91178,0.90384,0.9108,-0.00046,-0.05%,148312
8/9/2023,0.9127,0.91306,0.90946,0.91126,-0.00149,-0.16%,122948
8/8/2023,0.90887,0.91495,0.9082,0.91275,0.00386,0.42%,136778
8/7/2023,0.90813,0.91194,0.90769,0.90889,0.00073,0.08%,116592
8/4/2023,0.91333,0.91449,0.90566,0.90816,-0.00526,-0.58%,143848
8/3/2023,0.91424,0.91635,0.91222,0.91342,-0.00083,-0.09%,152151
8/2/2023,0.91036,0.91587,0.90746,0.91425,0.00384,0.42%,156634
8/1/2023,0.90934,0.91301,0.90884,0.91041,0.00107,0.12%,119207
7/31/2023,0.90728,0.90962,0.90532,0.90934,0.00165,0.18%,134716
7/28/2023,0.91098,0.91379,0.90525,0.90769,-0.0033,-0.36%,177036
7/27/2023,0.90205,0.9119,0.8969,0.91099,0.00905,1.00%,174833
7/26/2023,0.90452,0.90596,0.90039,0.90194,-0.00258,-0.29%,141669
7/25/2023,0.90376,0.90732,0.90196,0.90452,0.00071,0.08%,118372
7/24/2023,0.89876,0.90413,0.89718,0.90381,0.005,0.56%,129319
7/21/2023,0.89851,0.90025,0.89727,0.89881,0.00033,0.04%,121196
7/20/2023,0.8927,0.89938,0.89054,0.89848,0.00578,0.65%,130594
7/19/2023,0.89059,0.89483,0.88967,0.8927,0.00208,0.23%,132982
7/18/2023,0.88984,0.8921,0.8869,0.89062,0.00099,0.11%,137199
7/17/2023,0.89017,0.89253,0.88897,0.88963,-0.00094,-0.11%,106244
7/14/2023,0.89078,0.89247,0.88932,0.89057,-0.00022,-0.02%,130577
7/13/2023,0.89843,0.89858,0.89063,0.89079,-0.00764,-0.85%,84654
7/12/2023,0.90837,0.90858,0.89764,0.89843,-0.00994,-1.09%,90268
7/11/2023,0.90897,0.91094,0.90693,0.90837,-0.00068,-0.07%,81002
7/10/2023,0.91151,0.91376,0.90899,0.90905,-0.00257,-0.28%,88045
