"","date","Close","RR","atm1M","atm1W","RealizedVariance","RealizedVariance_Annualized","atm1W_annualized","atm1M_annualized"
"1257",2007-01-26,1.29164,-0.156917915697218,0.062416,0.063705,0.11979208075493,30.1876043502422,0.459383288006867,0.216215366410438
"1259",2007-01-29,1.29611,0.316558567204854,0.063208,0.066014,0.138003051368398,34.7767689448363,0.47603372379696,0.218958934889627
"1260",2007-01-30,1.29627,0.0123446312427138,0.062637,0.066859,0.0737583099764549,18.5870941140666,0.482127105452494,0.216980932867384
"1261",2007-01-31,1.3023,0.465180865097548,0.063925,0.068466,0.0758351488912833,19.1104575206034,0.493715347251835,0.221442695747681
"1262",2007-02-01,1.30133,-0.0744836059279671,0.06508,0.068382,0.0693851986926006,17.4850700705354,0.493109614637557,0.225443733113165
"1263",2007-02-02,1.2959,-0.417265413077394,0.061914,0.064723,0.0992826372293783,25.0192245818033,0.466724190403712,0.214476387399639
"1265",2007-02-05,1.29326,-0.205259583924925,0.0627,0.070783,0.087667071293827,22.0921019660444,0.510423471862335,0.217199171269137
"1266",2007-02-06,1.29812,0.375794503812061,0.062243,0.071705,0.115880895128794,29.2019855724561,0.517072108414291,0.215616076831019
"1267",2007-02-07,1.30219,0.313530336178475,0.061996,0.075702,0.0922625020190509,23.2501505088008,0.54589488531035,0.21476044373208
"1268",2007-02-08,1.30353,0.102903570139543,0.060682,0.073781,0.0932707694581372,23.5042339034506,0.532042357310017,0.210208614209789
"1269",2007-02-09,1.30073,-0.214801347111316,0.060223,0.060427,0.0676766082121748,17.054505269468,0.435745293844925,0.208618591568441
"1271",2007-02-12,1.2957,-0.466288207594277,0.060374,0.06151,0.102735247361865,25.8892823351899,0.44355491790758,0.209141670912327
"1272",2007-02-13,1.30308,0.569576290808053,0.057972,0.057813,0.139374375752926,35.1223426897374,0.416895471776799,0.200820898832766
"1273",2007-02-14,1.31378,0.821131473125206,0.060371,0.061661,0.254565500643443,64.1505061621476,0.44464379439277,0.209131278607481
"1274",2007-02-15,1.31339,-0.0296853354442822,0.060053,0.060988,0.252623915522038,63.6612267115535,0.439790722375996,0.208029694293868
"1275",2007-02-16,1.31361,0.0167505462962172,0.058473,0.058823,0.243452107938115,61.349931200405,0.424178685353236,0.20255641374195
"1278",2007-02-20,1.3147,-0.0288955804970076,0.058653,0.059549,0.20013416034427,50.4338084067561,0.42941394580521,0.203179952032675
"1279",2007-02-21,1.31371,-0.0753023503460901,0.057352,0.057779,0.136384818927667,34.3689743697721,0.416650294290068,0.19867315583138
"1280",2007-02-22,1.31222,-0.11341924777919,0.054677,0.053974,0.00410622484967256,1.03476866211749,0.389212049083787,0.189406684010887
"1281",2007-02-23,1.31637,0.316257944551988,0.056173,0.058249,0.0239337985200343,6.03131722704865,0.420039512489004,0.194588980027133
"1283",2007-02-26,1.31921,0.0842121235111103,0.058331,0.061025,0.0252960187090401,6.3745967146781,0.44005753317038,0.2020645113126
"1284",2007-02-27,1.32269,0.26379424049241,0.061816,0.066547,0.0390465080579818,9.83972003061141,0.479877241456604,0.214136905441355
"1285",2007-02-28,1.32283,0.0105844906969909,0.062565,0.069218,0.0379348255531157,9.55957603938515,0.499138096370133,0.216731517551094
"1286",2007-03-01,1.31654,-0.475495717514715,0.060488,0.066418,0.080581275874723,20.3064815204302,0.478947009227534,0.209536578496452
"1287",2007-03-02,1.31908,0.192929952754948,0.059782,0.066577,0.0680218517102786,17.1415066309902,0.480093574533132,0.207090922756165
"1289",2007-03-05,1.3085,-0.743381627854057,0.064077,0.084461,0.177126764287218,44.6359446003789,0.609056932553928,0.221969239193182
"1290",2007-03-06,1.31342,0.376003056935425,0.061269,0.080632,0.191484943788781,48.2542058347729,0.581445620886425,0.212242041857875
"1291",2007-03-07,1.31757,0.315968996969734,0.059828,0.082737,0.21142981890933,53.2803143651512,0.596624991756128,0.207250271430462
"1292",2007-03-08,1.31375,-0.289927669877117,0.060212,0.09856,0.183022194186438,46.1215929349825,0.710726267419462,0.208580486450674
"1293",2007-03-09,1.31136,-0.181921979067547,0.058744,0.057952,0.182196922146004,45.913624380793,0.417897815031378,0.203495185279652
"1295",2007-03-12,1.3187,0.470849968000493,0.058613,0.059002,0.116013611693027,29.2354301466429,0.425469472709853,0.203041387968069
"1296",2007-03-13,1.31877,0.00530825813301088,0.060463,0.060335,0.0877435874489519,22.1113840371359,0.43508187241024,0.209449975956074
"1297",2007-03-14,1.32328,0.341985334819568,0.061932,0.062074,0.0911670998860703,22.9741091712897,0.447621979746303,0.214538741228711
"1298",2007-03-15,1.32793,0.351399552626809,0.061204,0.059637,0.0990518182512597,24.9610581993175,0.430048522829692,0.212016875252891
"1299",2007-03-16,1.33129,0.253025385374231,0.066306,0.066314,0.105237066086445,26.5197406537841,0.478197054562238,0.229690721693324
"1301",2007-03-19,1.33105,-0.0495603397135925,0.065775,0.065187,0.061388373067737,15.4698700130697,0.470070141987342,0.227851283735686
"1302",2007-03-20,1.33145,0.0300514631306079,0.064684,0.065337,0.0615633556341138,15.5139656197967,0.471151807369981,0.224071948873571
"1303",2007-03-21,1.33966,0.6166209771302,0.06282,0.062377,0.114216847675184,28.7826456141464,0.449806943819235,0.217614863462954
"1304",2007-03-22,1.33295,-0.50087335592613,0.063356,0.060858,0.13969534229326,35.2032262579016,0.438853279044375,0.219471621928668
"1305",2007-03-23,1.32822,-0.354852019955746,0.059478,0.056738,0.152074964377839,38.3228910232155,0.409143536534552,0.206037835865163
"1307",2007-03-26,1.33283,0.425714673216891,0.059933,0.060772,0.187830315521767,47.3332395114853,0.438233124224995,0.207614002100051
"1308",2007-03-27,1.33492,0.156809195471301,0.059702,0.060681,0.19256752219138,48.5270155922278,0.437576913892861,0.206813794626954
"1309",2007-03-28,1.33092,-0.299643424325053,0.060621,0.061875,0.134480472652228,33.8890791083616,0.446186970338669,0.209997304011266
"1310",2007-03-29,1.33295,0.152526072190663,0.059496,0.05872,0.08895848945647,22.4175393430304,0.423435941790491,0.206100189694236
"1311",2007-03-30,1.33545,0.1875539217525,0.059207,0.058225,0.0708097929560839,17.8440678249331,0.419866446027782,0.205099064327461
"1313",2007-04-02,1.33725,0.13103706476976,0.061539,0.071657,0.0379973388263459,9.57532938423916,0.516725975491846,0.213177349293962
"1314",2007-04-03,1.33235,-0.366423630585166,0.06016,0.066734,0.0599327694797173,15.1030579088888,0.481225717633628,0.208400353166687
"1315",2007-04-04,1.33755,0.390287837280001,0.058396,0.068835,0.0724404523172086,18.2549939839366,0.496376244093127,0.202289677917584
"1316",2007-04-05,1.3426,0.37755597921573,0.059401,0.059328,0.0962973152659361,24.2669234470159,0.427820292141455,0.205771100040798
"1317",2007-04-06,1.33845,-0.309101742886943,0.056698,0.055174,0.108370798044137,27.3094411071224,0.3978653721449,0.19640763337508
"1319",2007-04-09,1.3354,-0.112199865360166,0.058373,0.05841,0.10745441753281,27.078513218268,0.421200499999703,0.202210003580436
"1320",2007-04-10,1.343,0.56911786730568,0.058862,0.058659,0.14538019149988,36.6358082579698,0.422996064534884,0.203903949270238
"1321",2007-04-11,1.3437,0.0521221146686465,0.058809,0.058722,0.115458615281646,29.0955710509749,0.423450363995593,0.203720351884636
"1322",2007-04-12,1.3487,0.372106869092812,0.059163,0.059109,0.114641616198548,28.889687282034,0.426241060682802,0.204946643856395
"1323",2007-04-13,1.35249,0.28101134425743,0.059852,0.059408,0.111326313827672,28.0542310845733,0.428397180345529,0.207333409869225
"1325",2007-04-16,1.3529,-0.298463465860946,0.062018,0.062907,0.12662463996105,31.9094092701845,0.453628828171226,0.214836653967613
"1326",2007-04-17,1.3573,0.3252272895262,0.061754,0.062652,0.0830001685542483,20.9160424756706,0.45178999702074,0.213922131141217
"1327",2007-04-18,1.36165,0.320489206512936,0.061831,0.062263,0.102999491885,25.9558719550201,0.448984878128429,0.214188866965582
"1328",2007-04-19,1.3625,0.0624242646788835,0.061635,0.062119,0.076086145243929,19.1737086014701,0.447946479361095,0.213509903049015
"1329",2007-04-20,1.35863,-0.284036697247709,0.058189,0.057898,0.0764280392003328,19.2598658784839,0.417508415493628,0.201572608883251
"1331",2007-04-23,1.3581,-0.147048011175649,0.05938,0.060258,0.06293657462773,15.860016806188,0.434526617513818,0.20569835390688
"1332",2007-04-24,1.3635,0.397614314115297,0.057427,0.059132,0.0734014452150938,18.4971641942036,0.426406916041473,0.198932963452516
"1333",2007-04-25,1.36405,0.040337367070044,0.057593,0.05846,0.0531841995532643,13.4024182874226,0.42156105512725,0.199508004320629
"1334",2007-04-26,1.3594,-0.340896594699611,0.056527,0.056915,0.0756469394446826,19.06302874006,0.410419901686066,0.195815271998892
"1335",2007-04-27,1.36556,0.453141091658097,0.056841,0.058061,0.100578940157824,25.3458929197715,0.418683825209429,0.196902999906045
"1337",2007-04-30,1.36536,0.209908256880724,0.059653,0.066152,0.105066611901022,26.4767861990574,0.477028855948988,0.206644053647812
"1338",2007-05-01,1.36047,-0.3581473018105,0.060153,0.070414,0.0991010813019742,24.9734724880975,0.507762575021043,0.208376104455381
"1339",2007-05-02,1.35953,-0.0690937690651145,0.060661,0.076703,0.0997304504502702,25.1320735134681,0.553113198963829,0.210135868075871
"1340",2007-05-03,1.35534,-0.308194743771738,0.063556,0.09051,0.0954851528124175,24.0622585087292,0.652676891884491,0.220164442251695
"1341",2007-05-04,1.35836,0.222822317647234,0.05505,0.055228,0.0643477400709362,16.2156304978759,0.39825477168265,0.190698793913333
"1343",2007-05-07,1.35983,0.02942409686414,0.055143,0.054968,0.0557086003048495,14.0385672768221,0.396379885019409,0.191020955363541
"1344",2007-05-08,1.35403,-0.426523903723261,0.054481,0.055048,0.0664392304354872,16.7426860697428,0.396956773223483,0.18872772009432
"1345",2007-05-09,1.35352,-0.0376653397635215,0.054384,0.054383,0.0657681762146629,16.573580406095,0.392161390027116,0.188391702237652
"1346",2007-05-10,1.34783,-0.420385365565339,0.054256,0.054222,0.082116147313258,20.693269122941,0.391000402516417,0.187948297230914
"1347",2007-05-11,1.35216,0.321257131834129,0.053027,0.052387,0.0928274192157793,23.3925096423764,0.377768029335464,0.18369091634591
"1349",2007-05-14,1.35443,0.0147685400559711,0.053679,0.052837,0.0926978856756022,23.3598671902518,0.381013025483382,0.18594951059898
"1350",2007-05-15,1.35922,0.353654304762895,0.0537,0.053047,0.0813276310416014,20.4945630224836,0.382527357019076,0.186022256732897
"1351",2007-05-16,1.35234,-0.506172657847883,0.053703,0.052871,0.132286047388259,33.3360839418413,0.381258202970113,0.186032649037743
"1352",2007-05-17,1.34963,-0.20039339219427,0.053399,0.051675,0.104972778598984,26.4531402069439,0.372633724319203,0.184979562146741
"1353",2007-05-18,1.35068,0.0777991004942092,0.053102,0.051536,0.0855420896556672,21.5566065932281,0.371631381064624,0.183950723967045
"1355",2007-05-21,1.3464,-0.429666989594802,0.054769,0.054563,0.122421212090082,30.8501454467007,0.393459388486283,0.18972538135948
"1356",2007-05-22,1.34507,-0.0987819370172351,0.055073,0.05511,0.0993585128507923,25.0383452383996,0.397403861581641,0.190778468250482
"1357",2007-05-23,1.34561,0.040146609470138,0.054859,0.053554,0.0484387109906238,12.2065551696372,0.386183386012397,0.190037150504842
"1358",2007-05-24,1.34241,-0.237810361100161,0.053234,0.051445,0.0517179622329162,13.0329264826949,0.37097517073249,0.184407985380243
"1359",2007-05-25,1.34507,0.198151086478787,0.050519,0.047423,0.0583601928399194,14.7067685956597,0.341972116272658,0.175002949495144
"1362",2007-05-29,1.34527,0.0014867125069622,0.0531,0.053195,0.0214378905132431,5.40234840933727,0.383594600196614,0.183943795763815
"1363",2007-05-30,1.3433,-0.146439004809445,0.053042,0.054092,0.0237751927229839,5.99134856619194,0.390062959184796,0.183742877870137
"1364",2007-05-31,1.34548,0.162286905382273,0.052371,0.051694,0.0287202506043053,7.23750315228493,0.372770735267671,0.181418465686379
"1365",2007-06-01,1.34416,-0.0981062520438793,0.050658,0.048472,0.019334464373007,4.87228502199776,0.349536562848581,0.175484459619648
"1367",2007-06-04,1.34933,0.366706337399574,0.050681,0.053822,0.0383764013362643,9.67085313673861,0.388115961496046,0.175564133956797
"1368",2007-06-05,1.35183,0.185277137542348,0.050137,0.057442,0.0452414828126259,11.4008536687817,0.414220152730405,0.173679662678162
"1369",2007-06-06,1.34983,-0.147947596961156,0.050531,0.061901,0.0453303046760259,11.4232367783585,0.446374459004993,0.175044518714526
"1370",2007-06-07,1.34273,-0.52599216197596,0.049891,0.060575,0.0953964476363439,24.0399048043587,0.436812537022462,0.172827493680838
"1371",2007-06-08,1.33694,-0.431211040194228,0.052193,0.051559,0.130660072535402,32.9263382789213,0.371797236423296,0.180801855598885
"1373",2007-06-11,1.3351,-0.0561440281468749,0.052254,0.051758,0.104395795336911,26.3077404249017,0.37323224583093,0.181013165797408
"1374",2007-06-12,1.3302,-0.367013706838432,0.050194,0.048833,0.124470083999192,31.3664611677963,0.352139770869466,0.173877116470224
"1375",2007-06-13,1.3309,0.0526236656141876,0.05284,0.052422,0.12064623574641,30.4028514080954,0.378020417924746,0.183043129343879
"1376",2007-06-14,1.331,0.00751371252535795,0.051113,0.049778,0.0653239760295639,16.4616419594501,0.358954262780093,0.177060625854536
"1377",2007-06-15,1.33751,0.489105935386928,0.048529,0.04637,0.0759803069986306,19.1470373636549,0.33437882528653,0.16810938728102
"1379",2007-06-18,1.34173,0.222595704948645,0.049173,0.047448,0.085259646191636,21.4854308402923,0.342152393836431,0.170340268721169
"1380",2007-06-19,1.34255,0.061115127484652,0.048577,0.048014,0.0590668457516718,14.8848451294213,0.346233877880256,0.168275664158547
"1381",2007-06-20,1.33993,-0.195151018584026,0.047334,0.047134,0.0661297797260136,16.6647044909554,0.339888107635439,0.16396978585093
"1382",2007-06-21,1.33914,-0.0589583037919942,0.047339,0.046071,0.0668137048680367,16.8370536267453,0.332222705623803,0.163987106359006
"1383",2007-06-22,1.34639,0.541392236808697,0.048236,0.046369,0.077589892477237,19.5526529042637,0.334371614183979,0.167094405507785
"1385",2007-06-25,1.34637,-0.00371355149209633,0.049877,0.049769,0.0676828809978571,17.05608601146,0.358889362857135,0.172778996258226
"1386",2007-06-26,1.34505,-0.0980414002094512,0.051055,0.05163,0.06885829246737,17.3522897017772,0.372309224704412,0.176859707960858
"1387",2007-06-27,1.34554,0.0364298724954373,0.051399,0.051793,0.0615069355785002,15.499747765782,0.373484634420213,0.178051358916465
"1388",2007-06-28,1.34377,-0.131545699124519,0.050011,0.050627,0.064272573452926,16.1966885101374,0.365076488845831,0.173243185874654
"1389",2007-06-29,1.35426,0.780639543969586,0.049605,0.048691,0.12753108215939,32.1378327041663,0.351115794307234,0.171836760618908
"1391",2007-07-02,1.36213,0.632401722851432,0.054325,0.062902,0.207514711879545,52.2937073936453,0.453592772658472,0.188187320242359
"1392",2007-07-03,1.3608,-0.0976411943059806,0.054107,0.066025,0.207499049213639,52.2897604018369,0.47611304592502,0.187432146090258
"1394",2007-07-05,1.35948,-0.174027976649409,0.054111,0.07954,0.213290769422969,53.7492738945883,0.573571096900811,0.187446002496719
"1395",2007-07-06,1.36236,0.211845705711007,0.052263,0.052101,0.218805635836977,55.1390202309181,0.375705654005899,0.181044342711944
"1397",2007-07-09,1.36218,-0.0330243719865306,0.051557,0.051128,0.0971441381441887,24.4803228123356,0.368689251223846,0.178598686971657
"1398",2007-07-10,1.37445,0.900762013830771,0.054384,0.054753,0.17943219144319,45.216912243684,0.39482949797096,0.188391702237652
"1399",2007-07-11,1.37458,0.00945832878605722,0.056069,0.056273,0.177543322874776,44.7409173644435,0.40579037384837,0.194228713459159
"1400",2007-07-12,1.37838,0.276448078685855,0.057771,0.058898,0.186770883585258,47.0662626634851,0.424719518044556,0.200124614408123
"1401",2007-07-13,1.37853,0.0108823401384302,0.053806,0.052392,0.177818848044997,44.8103497073393,0.377804084848219,0.186389451504102
"1403",2007-07-16,1.37759,-0.00798432169556743,0.055475,0.056539,0.177613476094564,44.7585959758301,0.407708527126917,0.192171037099767
"1404",2007-07-17,1.37945,0.13501840170152,0.05378,0.053499,0.0189850287420771,4.78422724300344,0.385786775372096,0.186299384862108
"1405",2007-07-18,1.38055,0.0797419261299706,0.053456,0.053465,0.0202388917019756,5.10020070889786,0.385541597885364,0.185177015938804
"1406",2007-07-19,1.37988,-0.0485313824200462,0.052157,0.05173,0.00542524267607567,1.36716115437107,0.373030334959504,0.18067714794074
"1407",2007-07-20,1.38335,0.251471142418187,0.054043,0.054201,0.0180491047045196,4.54837438553895,0.390848969362847,0.18721044358689
"1409",2007-07-23,1.37998,-0.282536906835087,0.055185,0.057463,0.0340017755707196,8.56844744382135,0.414371585883974,0.191166447631377
"1410",2007-07-24,1.38211,0.154350063044389,0.05584,0.057735,0.0351205702034744,8.85038369127556,0.416333005777827,0.193435434189292
"1411",2007-07-25,1.37219,-0.717743160819322,0.054306,0.056047,0.136879864227473,34.4937257853232,0.40416066467186,0.188121502311671
"1412",2007-07-26,1.37518,0.217899853518831,0.055872,0.057277,0.145904874444259,36.7680283599531,0.413030320809502,0.193546285440977
"1413",2007-07-27,1.36352,-0.847889003621344,0.057562,0.058737,0.277040479842836,69.8142009203947,0.423558530533857,0.199400617170559
"1415",2007-07-30,1.37213,0.641787322683334,0.063778,0.073748,0.343453252609457,86.5502196575831,0.531804390925837,0.220933472810256
"1416",2007-07-31,1.36727,-0.354193844606567,0.060036,0.069546,0.363779120128531,91.6723382723899,0.501503338006837,0.20797080456641
"1417",2007-08-01,1.36658,-0.0504655261945394,0.062709,0.077568,0.261257425014768,65.8368711037214,0.559350802670381,0.217230348183673
"1418",2007-08-02,1.3704,0.279529921409662,0.060535,0.078083,0.26738875117472,67.3819652960295,0.563064520484109,0.209699391272364
"1419",2007-08-03,1.37836,0.580852305896086,0.056268,0.055686,0.191083478935281,48.1530366916909,0.401557456650975,0.194918069680571
"1421",2007-08-06,1.381,-0.0571722186439378,0.059518,0.057818,0.109359017940807,27.5584725210834,0.416931527289554,0.206176399929769
"1422",2007-08-07,1.37516,-0.422881969587261,0.060415,0.060333,0.120034194069771,30.2486169055823,0.435067450205138,0.209283699078547
"1423",2007-08-08,1.38013,0.361412490182971,0.059232,0.058101,0.145648637815004,36.703456729381,0.418972269311466,0.205185666867839
"1424",2007-08-09,1.36644,-0.991935542303984,0.060973,0.060077,0.326808466439525,82.3557335427604,0.4332214079521,0.211216667779794
"1425",2007-08-10,1.36936,0.213693978513496,0.064521,0.062952,0.268463609477151,67.6528295882419,0.453953327786018,0.223507300310303
"1427",2007-08-13,1.36089,-0.604745940971542,0.066122,0.066725,0.340953407584528,85.920258711301,0.481160817710669,0.229053326996139
"1428",2007-08-14,1.35315,-0.568745453343023,0.069634,0.068982,0.3698818536838,93.2102271283175,0.497436276168114,0.241219251868502
"1429",2007-08-15,1.34301,-0.749362598381557,0.077011,0.078845,0.45606691684238,114.92886304428,0.568559380627916,0.266773929483374
"1430",2007-08-16,1.34305,0.00297838437539855,0.087521,0.088037,0.259281466979898,65.3389296789342,0.634843835276046,0.303181637458471
"1431",2007-08-17,1.3472,0.308998175793893,0.072174,0.072323,0.269244418218103,67.849593390962,0.521528569790764,0.250018069970952
"1433",2007-08-20,1.3473,0.00371126368527619,0.070027,0.072317,0.19610364228942,49.4181178569339,0.521485303175459,0.242580643803252
"1434",2007-08-21,1.34678,-0.0385957099383845,0.07283,0.074926,0.131707289914878,33.1902370585492,0.54029906973083,0.252290520630483
"1435",2007-08-22,1.35476,0.592524391511596,0.067491,0.068667,0.0896154600514836,22.5830959329739,0.495164778864571,0.233795682107262
"1436",2007-08-23,1.3563,0.113673270542391,0.065133,0.064727,0.0921980083839468,23.2338981127546,0.466753034813915,0.225627330498767
"1437",2007-08-24,1.36795,0.85895450858954,0.065396,0.066586,0.220662603420416,55.6069760619448,0.48015847445609,0.226538389223549
"1439",2007-08-27,1.36359,-0.320182460141657,0.065718,0.068325,0.24116321028126,60.7731289908776,0.492698581792154,0.227653829943623
"1440",2007-08-28,1.35756,-0.442215035311199,0.065839,0.068129,0.279976112007188,70.5539802258113,0.491285205692172,0.228072986239055
"1441",2007-08-29,1.36698,0.693891982674798,0.071281,0.077234,0.306056297824023,77.1261870516537,0.556942294418371,0.246924627228634
"1442",2007-08-30,1.36694,-0.00292615839295674,0.070993,0.077959,0.30347368781745,76.4753693299974,0.562170343767794,0.245926965963475
"1443",2007-08-31,1.3629,-0.29555064596837,0.072093,0.08038,0.173383155118654,43.6925550899009,0.579628423043591,0.249737477740126
"1446",2007-09-04,1.36237,0.0822773186409557,0.071877,0.093955,0.154233704994731,38.8668936586722,0.677519140172438,0.248989231791256
"1447",2007-09-05,1.36522,0.20919427174703,0.069898,0.102485,0.123875326170028,31.216582194847,0.739029844931854,0.242133774694899
"1448",2007-09-06,1.36922,0.292993070713878,0.069813,0.112011,0.044747097343225,11.2762685304927,0.807722807831994,0.241839326057612
"1449",2007-09-07,1.37653,0.533880603555304,0.07117,0.072635,0.101751084633152,25.6412733275543,0.523778433786654,0.246540111949354
"1451",2007-09-10,1.37923,0.0950708313980436,0.073952,0.075429,0.0860887403632307,21.6943625715341,0.543926254313946,0.256177242642667
"1452",2007-09-11,1.38388,0.337144638675206,0.071108,0.071861,0.107468130408169,27.0819688628585,0.518197040412235,0.246325337649215
"1453",2007-09-12,1.38944,0.401768939503426,0.07381,0.075244,0.130999337891756,33.0118331487225,0.542592200342025,0.255685340213318
"1454",2007-09-13,1.38726,-0.156897742975592,0.072792,0.07491,0.118753730344654,29.9259400468527,0.540183692090015,0.252158884769107
"1455",2007-09-14,1.38755,0.0209045168173323,0.070244,0.072342,0.0618354303388118,15.5825284453806,0.521665580739232,0.243332353853736
"1457",2007-09-17,1.38669,0.0490616950815661,0.070804,0.073533,0.0605091477271241,15.2483052272353,0.530254003877387,0.245272250758214
"1458",2007-09-18,1.39768,0.792534741001958,0.071939,0.075498,0.163398109388645,41.1763235659386,0.544423820389961,0.249204006091395
"1459",2007-09-19,1.39742,-0.0186022551656979,0.069583,0.07279,0.131183662018154,33.0582828285747,0.524896154682048,0.24104258268613
"1460",2007-09-20,1.4069,0.6783930385997,0.075128,0.077745,0.218303704632094,55.0125335672876,0.560627167821896,0.260251026142069
"1461",2007-09-21,1.40907,0.154239818039662,0.071404,0.073281,0.222974289161202,56.1895208686229,0.528436806034553,0.247350711727296
"1463",2007-09-24,1.4072,-0.142633106492295,0.071592,0.074941,0.226561719789875,57.0935533870485,0.540407236269094,0.248001962830942
"1464",2007-09-25,1.4147,0.532973280272887,0.070237,0.074332,0.157751560147835,39.7533931572545,0.536015674815578,0.24330810514243
"1465",2007-09-26,1.41279,-0.135010956386519,0.068956,0.073048,0.161327943037266,40.6546416453909,0.526756619140187,0.238870590973439
"1466",2007-09-27,1.4156,0.19889721756241,0.072586,0.078695,0.0771965407039725,19.4535282574011,0.567477715245277,0.251445279836389
"1467",2007-09-28,1.42727,0.824385419610064,0.071763,0.077972,0.208360820423323,52.5069267466775,0.562264088100956,0.248594324207131
"1469",2007-10-01,1.42315,-0.260710506212911,0.077522,0.092431,0.217885973419753,54.9072653017778,0.666529419884824,0.268544085408709
"1470",2007-10-02,1.41533,-0.549485296700976,0.08035,0.099669,0.221460688180897,55.808093421586,0.718723380148441,0.278340564776319
"1471",2007-10-03,1.40977,-0.392841245504583,0.081263,0.108829,0.248679945345935,62.6673462271756,0.784777079514941,0.281503289550939
"1472",2007-10-04,1.41358,0.270256850408229,0.087938,0.136498,0.255375677753636,64.3546707939163,0.984301075996567,0.304626167831984
"1473",2007-10-05,1.41323,-0.0247598296523771,0.070293,0.071783,0.119576023573387,30.1331579404935,0.517634574413263,0.243502094832878
"1476",2007-10-09,1.41069,0.433575395130281,0.068708,0.069504,0.143579554615904,36.1820477632079,0.501200471699698,0.238011493772885
"1477",2007-10-10,1.41393,0.229674839971922,0.06835,0.068573,0.093742842781018,23.6231963808165,0.494486935224784,0.236771345394665
"1478",2007-10-11,1.41993,0.42434915448431,0.068831,0.069582,0.0988924349294094,24.9208936022112,0.501762937698671,0.238437578271547
"1479",2007-10-12,1.41713,-0.197192819364329,0.068821,0.070401,0.0920616834926648,23.1995442401515,0.507668830687881,0.238402937255395
"1481",2007-10-15,1.41996,0.230819727675081,0.068787,0.071213,0.102594622996582,25.8538449951385,0.513524245959234,0.238285157800481
"1482",2007-10-16,1.41758,-0.167610355221277,0.068768,0.070793,0.0706157445795862,17.7951676340557,0.510495582887844,0.238219339869793
"1483",2007-10-17,1.42061,0.213744550572092,0.06827,0.070271,0.0692029847362137,17.4391521535259,0.50673138735626,0.236494217265454
"1484",2007-10-18,1.42909,0.596926672344982,0.070737,0.073379,0.104452834185275,26.3221142146892,0.529143494084544,0.245040155949999
"1485",2007-10-19,1.43018,0.0762723131503289,0.072285,0.075389,0.0978393257341644,24.6555100850094,0.543637810211909,0.250402585250233
"1487",2007-10-22,1.41763,-1.12777235318734,0.080604,0.087241,0.341557872520105,86.0725838750664,0.629103797645508,0.279220446586564
"1488",2007-10-23,1.42561,0.562911337937268,0.077113,0.083079,0.399313061160289,100.626891412393,0.599091188828546,0.267127267848118
"1489",2007-10-24,1.42615,0.0378785221764708,0.077632,0.083269,0.390462671068891,98.3965931093605,0.600461298313222,0.268925136586374
"1490",2007-10-25,1.43239,0.437541633068052,0.079766,0.087178,0.357486916771092,90.0867030263151,0.628649498184799,0.276317529433078
"1491",2007-10-26,1.43924,0.47822171336019,0.080466,0.087564,0.402062625046263,101.319781511658,0.631432983769458,0.278742400563675
